n100_seed-8340,1.33000248671,2.12000137568
n100_seed-8794,1.57000207901,2.11000084877
n100_seed-2773,1.28000289202,1.84000086784
n100_seed-967,1.4500027895,1.62000149488
n100_seed-2368,1.35000067949,2.07000154257
nlw100_seed-8340,1.42000031471,1.74000132084
nlw100_seed-8794,1.30000191927,2.05000168085
nlw100_seed-2773,1.37000101805,1.9200013876
nlw100_seed-967,1.17000132799,2.04000139236
nlw100_seed-2368,1.40000158548,1.72000163794
ladder100_seed-8340,1.31000077724,2.10000139475
ladder100_seed-8794,2.26000249386,2.94000077248
ladder100_seed-2773,1.3500007987,2.27000159025
ladder100_seed-967,1.17000198364,1.85000163317
ladder100_seed-2368,1.75000143051,2.38000041246
c100_seed-8340,1.79000157118,2.37000107765
c100_seed-8794,1.8700003624,2.140001297
c100_seed-2773,1.62000244856,1.98000121117
c100_seed-967,1.5400018096,2.1700013876
c100_seed-2368,1.79000109434,2.15000146627
clw100_seed-8340,1.53000032902,2.09000128508
clw100_seed-8794,1.43000292778,1.95000183582
clw100_seed-2773,1.41000270844,1.84000098705
clw100_seed-967,1.45000320673,1.92000174522
clw100_seed-2368,1.43000203371,1.83000153303
vat100_seed-8340,2.41000157595,3.44000041485
vat100_seed-8794,18.6000012159,21.450001955
vat100_seed-2773,48.0400018394,55.2400012314
vat100_seed-967,2.79000091553,3.74000048637
vat100_seed-2368,11.7599999309,14.3099998832
