vat50_seed-8340,7.00999939442,7.64999943972
vat50_seed-8794,4.16000002623,4.46000063419
vat50_seed-2773,1.69000166655,2.24000138044
vat50_seed-967,14.2600005865,14.8400003314
vat50_seed-2368,19.9700020552,20.3800017834
vat100_seed-8340,3.45000076294,3.72000020742
vat100_seed-8794,2.48000103235,2.82000106573
vat100_seed-2773,5.66999977827,6.27999949455
vat100_seed-967,1.82000225782,2.17000174522
vat100_seed-2368,1.72000157833,2.35000151396
vat1000_seed-8340,2.47000110149,2.65000063181
vat1000_seed-8794,2.56000167131,2.8800008297
vat1000_seed-2773,2.4800003767,2.68000137806
vat1000_seed-967,1.95000219345,2.34000116587
vat1000_seed-2368,2.27000129223,2.37000113726
