n1000_seed-8340,1.50000363588,2.26000118256
n1000_seed-8794,1.47000294924,2.23000180721
n1000_seed-2773,1.53000211716,2.13000166416
n1000_seed-967,1.78000319004,2.19000160694
n1000_seed-2368,1.65000206232,2.20000135899
nlw1000_seed-8340,1.61000269651,2.39000105858
nlw1000_seed-8794,1.7100019455,2.12000161409
nlw1000_seed-2773,1.80000025034,2.41000187397
nlw1000_seed-967,1.65000063181,2.4600006938
nlw1000_seed-2368,1.45000135899,2.010001719
ladder1000_seed-8340,1.35000437498,1.97000187635
ladder1000_seed-8794,1.52000182867,2.41000103951
ladder1000_seed-2773,1.6000033617,2.55000162125
ladder1000_seed-967,1.59000074863,2.40000140667
ladder1000_seed-2368,1.45000219345,2.22000139952
c1000_seed-8340,1.31000059843,1.85000157356
c1000_seed-8794,1.37000334263,1.93000161648
c1000_seed-2773,1.32000404596,1.54000174999
c1000_seed-967,1.37999987602,1.92000097036
c1000_seed-2368,1.48000228405,1.67000204325
clw1000_seed-8340,1.30000132322,1.68000167608
clw1000_seed-8794,1.33000129461,1.66000056267
clw1000_seed-2773,1.18000042439,1.4800003171
clw1000_seed-967,1.09000045061,1.56000030041
clw1000_seed-2368,0.960001289845,1.51000070572
vat1000_seed-8340,1.55000197887,2.58000081778
vat1000_seed-8794,1.75000160933,2.53000080585
vat1000_seed-2773,1.7600017786,2.5800011158
vat1000_seed-967,1.66000175476,2.65000098944
vat1000_seed-2368,1.6200017333,2.47000080347
